Day,Base_Demand,Tech_Trend_Multiplier,Geopolitical_Risk,Retail_Orders,MediaTek_Wafer_Orders
632,80.13,1.24,0.041,96.0,131.0
633,80.1,1.24,0.269,96.0,137.0
634,80.07,1.24,0.121,103.0,145.0
635,80.04,1.24,0.11,101.0,124.0
636,80.02,1.24,0.164,104.0,153.0
637,80.01,1.24,0.126,98.0,139.0
638,80.0,1.24,0.204,94.0,148.0
639,80.0,1.24,0.049,97.0,120.0
640,80.0,1.24,0.1,105.0,135.0
641,80.01,1.24,0.101,91.0,106.0
642,80.03,1.24,0.228,107.0,143.0
643,80.05,1.24,0.3,94.0,151.0
644,80.08,1.24,0.07,104.0,141.0
645,80.12,1.24,0.262,95.0,128.0
646,80.16,1.25,0.043,97.0,129.0
647,80.2,1.25,0.147,90.0,122.0
648,80.25,1.25,0.142,109.0,131.0
649,80.31,1.25,0.305,103.0,132.0
650,80.37,1.25,0.221,103.0,157.0
651,80.44,1.25,0.052,98.0,137.0
652,80.52,1.25,0.23,96.0,121.0
653,80.6,1.25,0.183,104.0,144.0
654,80.69,1.25,0.347,95.0,132.0
655,80.78,1.25,0.099,100.0,146.0
656,80.88,1.25,0.126,95.0,134.0
657,80.98,1.25,0.341,102.0,139.0
658,81.09,1.25,0.299,92.0,134.0
659,81.2,1.25,0.055,94.0,124.0
660,81.32,1.25,0.157,97.0,134.0
661,81.45,1.25,0.191,105.0,141.0
662,81.58,1.25,0.215,99.0,140.0
663,81.72,1.25,0.055,107.0,134.0
664,81.86,1.25,0.359,110.0,151.0
665,82.01,1.25,0.031,101.0,121.0
666,82.16,1.25,0.072,95.0,117.0
667,82.32,1.25,0.339,108.0,163.0
668,82.48,1.25,0.158,96.0,136.0
669,82.65,1.25,0.152,99.0,151.0
670,82.82,1.25,0.129,95.0,128.0
671,83.0,1.25,0.072,109.0,152.0
672,83.19,1.25,0.038,107.0,142.0
673,83.38,1.25,0.179,113.0,160.0
674,83.57,1.25,0.179,103.0,151.0
675,83.77,1.25,0.194,101.0,147.0
676,83.97,1.26,0.081,103.0,139.0
677,84.18,1.26,0.061,99.0,126.0
678,84.39,1.26,0.139,113.0,158.0
679,84.61,1.26,0.395,123.0,198.0
680,84.83,1.26,0.151,103.0,143.0
681,85.06,1.26,0.117,110.0,145.0
682,85.29,1.26,0.135,106.0,154.0
683,85.53,1.26,0.155,110.0,137.0
684,85.77,1.26,0.337,113.0,163.0
685,86.01,1.26,0.215,103.0,134.0
686,86.26,1.26,0.089,106.0,142.0
687,86.51,1.26,0.102,115.0,168.0
688,86.77,1.26,0.15,112.0,160.0
689,87.03,1.26,0.173,111.0,136.0
690,87.29,1.26,0.066,113.0,144.0
691,87.56,1.26,0.114,113.0,139.0
692,87.83,1.26,0.395,117.0,185.0
693,88.11,1.26,0.314,115.0,162.0
694,88.38,1.26,0.136,111.0,153.0
695,88.67,1.26,0.096,114.0,154.0
696,88.95,1.26,0.238,112.0,161.0
697,89.24,1.26,0.025,109.0,114.0
698,89.53,1.26,0.328,113.0,169.0
699,89.83,1.26,0.097,113.0,147.0
700,90.12,1.26,0.198,105.0,156.0
701,90.43,1.26,0.043,118.0,158.0
702,90.73,1.26,0.255,119.0,177.0
703,91.04,1.26,0.211,118.0,158.0
704,91.34,1.26,0.192,120.0,156.0
705,91.66,1.26,0.068,115.0,162.0
706,91.97,1.27,0.105,114.0,160.0
707,92.29,1.27,0.187,122.0,172.0
708,92.61,1.27,0.08,112.0,152.0
709,92.93,1.27,0.092,112.0,155.0
710,93.25,1.27,0.293,120.0,161.0
711,93.57,1.27,0.026,121.0,169.0
712,93.9,1.27,0.277,124.0,176.0
713,94.23,1.27,0.073,111.0,147.0
714,94.56,1.27,0.267,119.0,167.0
715,94.89,1.27,0.384,115.0,146.0
716,95.23,1.27,0.196,125.0,181.0
717,95.56,1.27,0.199,128.0,169.0
718,95.9,1.27,0.087,124.0,168.0
719,96.24,1.27,0.136,119.0,155.0
720,96.57,1.27,0.073,119.0,155.0
721,96.91,1.27,0.054,121.0,157.0
722,97.25,1.27,0.35,119.0,168.0
723,97.6,1.27,0.383,123.0,182.0
724,97.94,1.27,0.161,121.0,162.0
725,98.28,1.27,0.143,118.0,151.0
726,98.62,1.27,0.122,127.0,185.0
727,98.97,1.27,0.015,128.0,160.0
728,99.31,1.27,0.284,135.0,200.0
729,99.66,1.27,0.249,125.0,184.0
730,100.0,1.27,0.102,118.0,168.0
731,100.34,1.27,0.248,132.0,182.0
732,100.69,1.27,0.048,133.0,174.0
733,101.03,1.27,0.194,134.0,186.0
734,101.38,1.27,0.304,137.0,204.0
735,101.72,1.27,0.223,137.0,191.0
736,102.06,1.27,0.205,125.0,180.0
737,102.4,1.28,0.128,138.0,186.0
738,102.75,1.28,0.338,129.0,201.0
739,103.09,1.28,0.235,136.0,192.0
740,103.43,1.28,0.101,133.0,179.0
741,103.76,1.28,0.057,128.0,173.0
742,104.1,1.28,0.367,139.0,222.0
743,104.44,1.28,0.229,131.0,179.0
744,104.77,1.28,0.176,143.0,209.0
745,105.11,1.28,0.054,130.0,165.0
746,105.44,1.28,0.065,130.0,173.0
747,105.77,1.28,0.27,132.0,181.0
748,106.1,1.28,0.018,143.0,184.0
749,106.43,1.28,0.029,128.0,162.0
750,106.75,1.28,0.108,141.0,198.0
751,107.07,1.28,0.147,146.0,196.0
752,107.39,1.28,0.275,137.0,202.0
753,107.71,1.28,0.113,136.0,179.0
754,108.03,1.28,0.267,139.0,199.0
755,108.34,1.28,0.27,133.0,206.0
756,108.66,1.28,0.251,152.0,210.0
757,108.96,1.28,0.284,143.0,199.0
758,109.27,1.28,0.29,134.0,191.0
759,109.57,1.28,0.038,136.0,180.0
760,109.88,1.28,0.171,142.0,203.0
761,110.17,1.28,0.41,135.0,203.0
762,110.47,1.28,0.371,134.0,202.0
763,110.76,1.28,0.097,144.0,182.0
764,111.05,1.28,0.259,148.0,214.0
765,111.33,1.28,0.106,148.0,203.0
766,111.62,1.28,0.267,143.0,212.0
767,111.89,1.28,0.13,142.0,191.0
768,112.17,1.29,0.235,144.0,205.0
769,112.44,1.29,0.249,150.0,220.0
770,112.71,1.29,0.159,139.0,181.0
771,112.97,1.29,0.048,141.0,169.0
772,113.23,1.29,0.262,144.0,195.0
773,113.49,1.29,0.139,145.0,192.0
774,113.74,1.29,0.107,146.0,208.0
775,113.99,1.29,0.158,147.0,223.0
776,114.23,1.29,0.205,150.0,202.0
777,114.47,1.29,0.132,139.0,189.0
778,114.71,1.29,0.124,140.0,185.0
779,114.94,1.29,0.075,145.0,198.0
780,115.17,1.29,0.122,153.0,211.0
781,115.39,1.29,0.242,146.0,198.0
782,115.61,1.29,0.183,149.0,201.0
783,115.82,1.29,0.105,150.0,201.0
784,116.03,1.29,0.239,151.0,227.0
785,116.23,1.29,0.176,158.0,213.0
786,116.43,1.29,0.163,154.0,197.0
787,116.62,1.29,0.3,156.0,239.0
788,116.81,1.29,0.202,150.0,215.0
789,117.0,1.29,0.241,159.0,214.0
790,117.18,1.29,0.278,152.0,221.0
791,117.35,1.29,0.074,142.0,198.0
792,117.52,1.29,0.073,164.0,220.0
793,117.68,1.29,0.31,152.0,235.0
794,117.84,1.29,0.035,155.0,210.0
795,117.99,1.29,0.072,147.0,200.0
796,118.14,1.29,0.138,164.0,226.0
797,118.28,1.29,0.206,149.0,211.0
798,118.42,1.29,0.146,151.0,217.0
799,118.55,1.29,0.178,146.0,201.0
800,118.68,1.3,0.102,156.0,220.0
801,118.8,1.3,0.457,152.0,236.0
802,118.91,1.3,0.127,146.0,201.0
803,119.02,1.3,0.182,154.0,211.0
804,119.12,1.3,0.044,155.0,202.0
805,119.22,1.3,0.119,153.0,212.0
806,119.31,1.3,0.292,146.0,221.0
807,119.4,1.3,0.08,156.0,215.0
808,119.48,1.3,0.346,149.0,212.0
809,119.56,1.3,0.128,160.0,202.0
810,119.63,1.3,0.202,153.0,221.0
811,119.69,1.3,0.068,160.0,240.0
812,119.75,1.3,0.154,156.0,212.0
813,119.8,1.3,0.35,156.0,225.0
814,119.84,1.3,0.304,162.0,244.0
815,119.88,1.3,0.145,152.0,200.0
816,119.92,1.3,0.134,150.0,221.0
817,119.95,1.3,0.138,159.0,221.0
818,119.97,1.3,0.203,149.0,209.0
819,119.99,1.3,0.357,152.0,217.0
820,120.0,1.3,0.096,148.0,209.0
821,120.0,1.3,0.088,162.0,213.0
822,120.0,1.3,0.118,151.0,213.0
823,119.99,1.3,0.055,153.0,207.0
824,119.98,1.3,0.234,150.0,225.0
825,119.96,1.3,0.042,154.0,206.0
826,119.93,1.3,0.353,156.0,261.0
827,119.9,1.3,0.137,160.0,225.0
828,119.87,1.3,0.213,150.0,212.0
829,119.82,1.3,0.022,153.0,197.0
830,119.77,1.3,0.239,163.0,241.0
831,119.72,1.3,0.193,161.0,222.0
832,119.66,1.3,0.209,153.0,207.0
833,119.59,1.31,0.132,156.0,208.0
834,119.52,1.31,0.278,166.0,237.0
835,119.44,1.31,0.067,150.0,223.0
836,119.36,1.31,0.189,146.0,207.0
837,119.27,1.31,0.029,153.0,195.0
838,119.17,1.31,0.066,155.0,218.0
839,119.07,1.31,0.298,152.0,222.0
840,118.97,1.31,0.097,160.0,229.0
841,118.86,1.31,0.071,156.0,228.0
842,118.74,1.31,0.103,152.0,191.0
843,118.61,1.31,0.311,152.0,198.0
844,118.49,1.31,0.106,151.0,225.0
845,118.35,1.31,0.378,159.0,230.0
846,118.21,1.31,0.088,152.0,188.0
847,118.07,1.31,0.249,149.0,207.0
848,117.92,1.31,0.151,159.0,209.0
849,117.76,1.31,0.126,153.0,201.0
850,117.6,1.31,0.175,147.0,213.0
851,117.43,1.31,0.053,162.0,212.0
852,117.26,1.31,0.11,157.0,196.0
853,117.09,1.31,0.114,154.0,209.0
854,116.9,1.31,0.159,152.0,202.0
855,116.72,1.31,0.169,152.0,208.0
856,116.53,1.31,0.209,151.0,211.0
857,116.33,1.31,0.28,151.0,226.0
858,116.13,1.31,0.152,150.0,201.0
859,115.92,1.31,0.169,152.0,217.0
860,115.71,1.31,0.305,149.0,200.0
861,115.5,1.31,0.165,153.0,220.0
862,115.28,1.31,0.146,151.0,221.0
863,115.05,1.31,0.25,148.0,208.0
864,114.82,1.31,0.161,151.0,200.0
865,114.59,1.31,0.359,153.0,216.0
866,114.35,1.32,0.28,139.0,200.0
867,114.11,1.32,0.108,153.0,219.0
868,113.87,1.32,0.131,144.0,192.0
869,113.62,1.32,0.301,147.0,225.0
870,113.36,1.32,0.204,135.0,178.0
871,113.1,1.32,0.299,152.0,216.0
872,112.84,1.32,0.142,145.0,198.0
873,112.58,1.32,0.171,146.0,204.0
874,112.31,1.32,0.126,148.0,199.0
875,112.03,1.32,0.116,138.0,200.0
876,111.76,1.32,0.089,148.0,211.0
877,111.48,1.32,0.194,150.0,208.0
878,111.19,1.32,0.163,147.0,199.0
879,110.9,1.32,0.187,144.0,195.0
880,110.61,1.32,0.264,146.0,220.0
881,110.32,1.32,0.028,145.0,184.0
882,110.02,1.32,0.162,149.0,191.0
883,109.73,1.32,0.295,151.0,206.0
884,109.42,1.32,0.063,142.0,196.0
885,109.12,1.32,0.268,145.0,195.0
886,108.81,1.32,0.166,140.0,190.0
887,108.5,1.32,0.196,145.0,204.0
888,108.19,1.32,0.222,145.0,188.0
889,107.87,1.32,0.076,142.0,191.0
890,107.55,1.32,0.022,145.0,187.0
891,107.23,1.32,0.246,142.0,183.0
892,106.91,1.32,0.068,141.0,190.0
893,106.59,1.32,0.128,137.0,190.0
894,106.26,1.32,0.456,141.0,218.0
895,105.93,1.32,0.138,137.0,193.0
896,105.6,1.32,0.212,144.0,205.0
897,105.27,1.32,0.087,135.0,189.0
898,104.94,1.32,0.314,140.0,195.0
899,104.61,1.32,0.026,137.0,166.0
900,104.27,1.32,0.297,139.0,190.0
901,103.93,1.33,0.048,137.0,174.0
902,103.6,1.33,0.374,133.0,218.0
903,103.26,1.33,0.237,142.0,194.0
904,102.92,1.33,0.071,132.0,171.0
905,102.57,1.33,0.161,139.0,190.0
906,102.23,1.33,0.206,127.0,175.0
907,101.89,1.33,0.092,134.0,198.0
908,101.55,1.33,0.127,142.0,177.0
909,101.2,1.33,0.351,133.0,218.0
910,100.86,1.33,0.173,134.0,188.0
911,100.52,1.33,0.282,142.0,214.0
912,100.17,1.33,0.229,132.0,187.0
913,99.83,1.33,0.203,134.0,196.0
914,99.48,1.33,0.234,135.0,182.0
915,99.14,1.33,0.362,125.0,171.0
916,98.8,1.33,0.082,129.0,199.0
917,98.45,1.33,0.267,132.0,208.0
918,98.11,1.33,0.411,123.0,174.0
919,97.77,1.33,0.234,137.0,201.0
920,97.43,1.33,0.209,133.0,199.0
921,97.08,1.33,0.347,132.0,201.0
922,96.74,1.33,0.47,135.0,206.0
923,96.4,1.33,0.188,132.0,204.0
924,96.07,1.33,0.214,127.0,185.0
925,95.73,1.33,0.24,119.0,160.0
926,95.39,1.33,0.047,124.0,160.0
927,95.06,1.33,0.288,123.0,168.0
928,94.73,1.33,0.047,129.0,170.0
929,94.4,1.33,0.236,126.0,178.0
930,94.07,1.33,0.045,118.0,163.0
931,93.74,1.33,0.079,129.0,181.0
932,93.41,1.33,0.111,131.0,182.0
933,93.09,1.33,0.099,132.0,181.0
934,92.77,1.33,0.252,118.0,179.0
935,92.45,1.33,0.098,125.0,166.0
936,92.13,1.34,0.041,118.0,132.0
937,91.81,1.34,0.095,132.0,199.0
938,91.5,1.34,0.182,122.0,161.0
939,91.19,1.34,0.208,120.0,175.0
940,90.88,1.34,0.16,119.0,160.0
941,90.58,1.34,0.313,123.0,193.0
942,90.27,1.34,0.306,123.0,170.0
943,89.98,1.34,0.232,112.0,152.0
944,89.68,1.34,0.143,127.0,169.0
945,89.39,1.34,0.138,122.0,172.0
946,89.1,1.34,0.44,126.0,194.0
947,88.81,1.34,0.171,127.0,182.0
948,88.52,1.34,0.38,118.0,177.0
949,88.24,1.34,0.074,122.0,173.0
950,87.97,1.34,0.1,115.0,165.0
951,87.69,1.34,0.102,115.0,171.0
952,87.42,1.34,0.057,125.0,169.0
953,87.16,1.34,0.171,113.0,160.0
954,86.9,1.34,0.121,117.0,177.0
955,86.64,1.34,0.139,112.0,165.0
956,86.38,1.34,0.344,113.0,171.0
957,86.13,1.34,0.045,113.0,135.0
958,85.89,1.34,0.107,122.0,149.0
959,85.65,1.34,0.172,117.0,169.0
960,85.41,1.34,0.152,119.0,170.0
961,85.18,1.34,0.38,105.0,150.0
962,84.95,1.34,0.034,114.0,154.0
963,84.72,1.34,0.35,112.0,156.0
964,84.5,1.34,0.053,116.0,160.0
965,84.29,1.34,0.125,125.0,177.0
966,84.08,1.34,0.047,101.0,140.0
967,83.87,1.34,0.011,115.0,153.0
968,83.67,1.34,0.327,123.0,178.0
969,83.47,1.34,0.094,110.0,146.0
970,83.28,1.34,0.236,113.0,171.0
971,83.1,1.34,0.11,115.0,160.0
972,82.91,1.35,0.382,101.0,155.0
973,82.74,1.35,0.113,113.0,154.0
974,82.57,1.35,0.139,107.0,153.0
975,82.4,1.35,0.102,121.0,173.0
976,82.24,1.35,0.065,110.0,140.0
977,82.08,1.35,0.242,107.0,158.0
978,81.93,1.35,0.168,115.0,156.0
979,81.79,1.35,0.011,113.0,150.0
980,81.65,1.35,0.375,114.0,179.0
981,81.51,1.35,0.101,119.0,147.0
982,81.39,1.35,0.064,107.0,131.0
983,81.26,1.35,0.042,118.0,149.0
984,81.14,1.35,0.071,119.0,151.0
985,81.03,1.35,0.229,105.0,147.0
986,80.93,1.35,0.242,106.0,167.0
987,80.83,1.35,0.131,109.0,161.0
988,80.73,1.35,0.599,108.0,167.0
989,80.64,1.35,0.121,117.0,168.0
990,80.56,1.35,0.15,104.0,143.0
991,80.48,1.35,0.063,110.0,150.0
992,80.41,1.35,0.143,105.0,134.0
993,80.34,1.35,0.284,109.0,144.0
994,80.28,1.35,0.391,119.0,186.0
995,80.23,1.35,0.219,118.0,166.0
996,80.18,1.35,0.036,110.0,151.0
997,80.13,1.35,0.051,111.0,164.0
998,80.1,1.35,0.034,111.0,143.0
999,80.07,1.35,0.083,107.0,141.0
1000,80.04,1.35,0.121,118.0,178.0
1001,80.02,1.35,0.054,115.0,153.0
1002,80.01,1.35,0.237,109.0,147.0
1003,80.0,1.35,0.073,107.0,151.0
1004,80.0,1.35,0.183,108.0,147.0
1005,80.0,1.35,0.263,110.0,149.0
1006,80.01,1.35,0.131,108.0,149.0
1007,80.03,1.35,0.289,114.0,173.0
1008,80.05,1.35,0.181,111.0,143.0
1009,80.08,1.35,0.114,104.0,129.0
1010,80.12,1.36,0.113,103.0,139.0
1011,80.16,1.36,0.098,114.0,142.0
1012,80.2,1.36,0.246,103.0,134.0
1013,80.25,1.36,0.211,107.0,151.0
1014,80.31,1.36,0.164,107.0,159.0
1015,80.37,1.36,0.047,103.0,144.0
1016,80.44,1.36,0.095,111.0,148.0
1017,80.52,1.36,0.077,109.0,158.0
1018,80.6,1.36,0.019,106.0,156.0
1019,80.69,1.36,0.06,120.0,164.0
1020,80.78,1.36,0.053,98.0,126.0
1021,80.88,1.36,0.139,106.0,160.0
1022,80.98,1.36,0.245,107.0,168.0
1023,81.09,1.36,0.113,103.0,143.0
1024,81.2,1.36,0.132,122.0,178.0
1025,81.32,1.36,0.163,122.0,160.0
1026,81.45,1.36,0.151,107.0,127.0
1027,81.58,1.36,0.177,117.0,153.0
1028,81.72,1.36,0.301,114.0,168.0
1029,81.86,1.36,0.138,120.0,163.0
1030,82.01,1.36,0.319,111.0,172.0
1031,82.16,1.36,0.159,114.0,142.0
1032,82.32,1.36,0.14,119.0,148.0
1033,82.48,1.36,0.531,119.0,193.0
1034,82.65,1.36,0.221,113.0,145.0
1035,82.82,1.36,0.023,108.0,139.0
1036,83.0,1.36,0.216,109.0,154.0
1037,83.19,1.36,0.062,104.0,132.0
1038,83.38,1.36,0.15,118.0,167.0
1039,83.57,1.36,0.057,115.0,132.0
1040,83.77,1.36,0.185,116.0,179.0
1041,83.97,1.36,0.303,114.0,163.0
1042,84.18,1.36,0.193,109.0,151.0
1043,84.39,1.36,0.131,117.0,186.0
1044,84.61,1.36,0.103,118.0,146.0
1045,84.83,1.36,0.36,111.0,154.0
1046,85.06,1.36,0.182,116.0,175.0
1047,85.29,1.36,0.3,113.0,148.0
1048,85.53,1.36,0.251,116.0,170.0
1049,85.77,1.36,0.124,111.0,146.0
1050,86.01,1.37,0.144,116.0,143.0
1051,86.26,1.37,0.341,126.0,190.0
1052,86.51,1.37,0.145,116.0,164.0
1053,86.77,1.37,0.103,115.0,156.0
1054,87.03,1.37,0.093,116.0,177.0
1055,87.29,1.37,0.255,118.0,161.0
1056,87.56,1.37,0.109,129.0,183.0
1057,87.83,1.37,0.123,127.0,176.0
1058,88.11,1.37,0.247,120.0,180.0
1059,88.38,1.37,0.045,118.0,151.0
1060,88.67,1.37,0.17,112.0,142.0
1061,88.95,1.37,0.289,117.0,162.0
1062,89.24,1.37,0.174,112.0,155.0
1063,89.53,1.37,0.151,126.0,180.0
1064,89.83,1.37,0.209,130.0,182.0
1065,90.12,1.37,0.21,121.0,173.0
1066,90.43,1.37,0.152,126.0,190.0
1067,90.73,1.37,0.029,119.0,156.0
1068,91.04,1.37,0.219,115.0,157.0
1069,91.34,1.37,0.055,125.0,171.0
1070,91.66,1.37,0.245,128.0,164.0
1071,91.97,1.37,0.028,135.0,160.0
1072,92.29,1.37,0.066,137.0,181.0
1073,92.61,1.37,0.163,126.0,164.0
1074,92.93,1.37,0.129,132.0,174.0
1075,93.25,1.37,0.116,129.0,185.0
1076,93.57,1.37,0.448,128.0,201.0
1077,93.9,1.37,0.221,129.0,181.0
1078,94.23,1.37,0.03,129.0,170.0
1079,94.56,1.37,0.262,129.0,181.0
1080,94.89,1.37,0.222,139.0,204.0
1081,95.23,1.37,0.15,132.0,189.0
1082,95.56,1.37,0.109,140.0,199.0
1083,95.9,1.37,0.23,127.0,189.0
1084,96.24,1.37,0.185,118.0,165.0
1085,96.57,1.37,0.256,130.0,179.0
1086,96.91,1.37,0.088,129.0,172.0
1087,97.25,1.37,0.1,126.0,171.0
1088,97.6,1.37,0.063,141.0,181.0
1089,97.94,1.37,0.078,128.0,188.0
1090,98.28,1.37,0.13,138.0,205.0
1091,98.62,1.38,0.182,146.0,201.0
1092,98.97,1.38,0.089,130.0,186.0
1093,99.31,1.38,0.164,135.0,193.0
1094,99.66,1.38,0.314,144.0,205.0
1095,100.0,1.38,0.205,136.0,194.0
1096,100.34,1.38,0.097,140.0,181.0
1097,100.69,1.38,0.008,142.0,176.0
1098,101.03,1.38,0.167,140.0,198.0
1099,101.38,1.38,0.092,137.0,190.0
1100,101.72,1.38,0.068,136.0,209.0
1101,102.06,1.38,0.163,135.0,185.0
1102,102.4,1.38,0.267,144.0,201.0
1103,102.75,1.38,0.111,138.0,197.0
1104,103.09,1.38,0.268,148.0,212.0
1105,103.43,1.38,0.136,151.0,199.0
1106,103.76,1.38,0.229,137.0,188.0
1107,104.1,1.38,0.315,147.0,213.0
1108,104.44,1.38,0.01,154.0,212.0
1109,104.77,1.38,0.153,140.0,197.0
1110,105.11,1.38,0.383,151.0,217.0
1111,105.44,1.38,0.273,148.0,231.0
1112,105.77,1.38,0.076,151.0,193.0
1113,106.1,1.38,0.183,143.0,191.0
1114,106.43,1.38,0.405,156.0,247.0
1115,106.75,1.38,0.106,144.0,210.0
1116,107.07,1.38,0.275,151.0,221.0
1117,107.39,1.38,0.17,148.0,192.0
1118,107.71,1.38,0.112,151.0,206.0
1119,108.03,1.38,0.238,144.0,191.0
1120,108.34,1.38,0.28,144.0,232.0
1121,108.66,1.38,0.08,152.0,206.0
1122,108.96,1.38,0.31,149.0,225.0
1123,109.27,1.38,0.003,149.0,190.0
1124,109.57,1.38,0.119,154.0,228.0
1125,109.88,1.38,0.182,145.0,196.0
1126,110.17,1.38,0.113,158.0,206.0
1127,110.47,1.38,0.166,153.0,215.0
1128,110.76,1.38,0.114,157.0,222.0
1129,111.05,1.38,0.16,156.0,237.0
1130,111.33,1.38,0.229,157.0,238.0
1131,111.62,1.38,0.132,149.0,215.0
1132,111.89,1.38,0.379,161.0,233.0
1133,112.17,1.39,0.148,157.0,208.0
1134,112.44,1.39,0.122,153.0,200.0
1135,112.71,1.39,0.503,156.0,240.0
1136,112.97,1.39,0.308,158.0,211.0
1137,113.23,1.39,0.235,158.0,237.0
1138,113.49,1.39,0.04,160.0,201.0
1139,113.74,1.39,0.36,166.0,234.0
1140,113.99,1.39,0.244,153.0,213.0
1141,114.23,1.39,0.049,162.0,201.0
1142,114.47,1.39,0.244,158.0,231.0
1143,114.71,1.39,0.083,165.0,211.0
1144,114.94,1.39,0.328,168.0,250.0
1145,115.17,1.39,0.358,161.0,247.0
1146,115.39,1.39,0.219,163.0,225.0
1147,115.61,1.39,0.097,167.0,217.0
1148,115.82,1.39,0.24,166.0,227.0
1149,116.03,1.39,0.053,167.0,211.0
1150,116.23,1.39,0.196,160.0,219.0
1151,116.43,1.39,0.129,159.0,218.0
1152,116.62,1.39,0.142,156.0,201.0
1153,116.81,1.39,0.044,161.0,207.0
1154,117.0,1.39,0.168,162.0,226.0
1155,117.18,1.39,0.071,162.0,217.0
1156,117.35,1.39,0.104,166.0,197.0
1157,117.52,1.39,0.22,166.0,240.0
1158,117.68,1.39,0.182,163.0,240.0
1159,117.84,1.39,0.099,166.0,218.0
1160,117.99,1.39,0.068,168.0,207.0
1161,118.14,1.39,0.113,160.0,210.0
1162,118.28,1.39,0.107,169.0,221.0
1163,118.42,1.39,0.117,162.0,232.0
1164,118.55,1.39,0.205,172.0,231.0
1165,118.68,1.39,0.127,166.0,223.0
1166,118.8,1.39,0.338,166.0,260.0
1167,118.91,1.39,0.076,157.0,211.0
1168,119.02,1.39,0.194,169.0,238.0
1169,119.12,1.39,0.058,166.0,220.0
1170,119.22,1.39,0.08,167.0,234.0
1171,119.31,1.39,0.003,166.0,220.0
1172,119.4,1.39,0.079,170.0,246.0
1173,119.48,1.39,0.023,171.0,243.0
1174,119.56,1.39,0.13,169.0,234.0
1175,119.63,1.39,0.095,173.0,233.0
1176,119.69,1.39,0.026,163.0,216.0
1177,119.75,1.39,0.181,164.0,222.0
1178,119.8,1.39,0.29,169.0,246.0
1179,119.84,1.4,0.424,171.0,243.0
1180,119.88,1.4,0.036,170.0,217.0
1181,119.92,1.4,0.165,161.0,230.0
1182,119.95,1.4,0.212,161.0,232.0
1183,119.97,1.4,0.252,167.0,236.0
1184,119.99,1.4,0.13,159.0,221.0
1185,120.0,1.4,0.178,169.0,250.0
1186,120.0,1.4,0.245,167.0,234.0
1187,120.0,1.4,0.306,163.0,223.0
1188,119.99,1.4,0.156,165.0,233.0
1189,119.98,1.4,0.019,168.0,226.0
1190,119.96,1.4,0.127,160.0,226.0
1191,119.93,1.4,0.219,165.0,220.0
1192,119.9,1.4,0.1,166.0,210.0
1193,119.87,1.4,0.223,166.0,237.0
1194,119.82,1.4,0.042,166.0,221.0
1195,119.77,1.4,0.399,174.0,258.0
1196,119.72,1.4,0.085,172.0,246.0
1197,119.66,1.4,0.055,164.0,218.0
1198,119.59,1.4,0.075,162.0,229.0
1199,119.52,1.4,0.249,165.0,244.0
1200,119.44,1.4,0.083,173.0,222.0
1201,119.36,1.4,0.178,156.0,208.0
1202,119.27,1.4,0.362,167.0,235.0
1203,119.17,1.4,0.073,165.0,225.0
1204,119.07,1.4,0.294,173.0,251.0
1205,118.97,1.4,0.232,172.0,256.0
1206,118.86,1.4,0.019,159.0,214.0
1207,118.74,1.4,0.3,172.0,237.0
1208,118.61,1.4,0.225,155.0,214.0
1209,118.49,1.4,0.018,169.0,200.0
1210,118.35,1.4,0.157,169.0,236.0
1211,118.21,1.4,0.176,174.0,270.0
1212,118.07,1.4,0.129,167.0,229.0
1213,117.92,1.4,0.099,162.0,221.0
1214,117.76,1.4,0.033,160.0,211.0
1215,117.6,1.4,0.219,172.0,246.0
1216,117.43,1.4,0.006,173.0,224.0
1217,117.26,1.4,0.155,162.0,230.0
1218,117.09,1.4,0.106,164.0,215.0
1219,116.9,1.4,0.138,171.0,227.0
1220,116.72,1.4,0.207,168.0,222.0
1221,116.53,1.4,0.098,163.0,219.0
1222,116.33,1.4,0.213,160.0,213.0
1223,116.13,1.4,0.151,159.0,233.0
1224,115.92,1.4,0.107,168.0,223.0
1225,115.71,1.4,0.163,161.0,202.0
1226,115.5,1.4,0.144,160.0,209.0
1227,115.28,1.41,0.298,165.0,240.0
1228,115.05,1.41,0.227,162.0,236.0
1229,114.82,1.41,0.231,163.0,235.0
1230,114.59,1.41,0.229,159.0,217.0
1231,114.35,1.41,0.058,159.0,206.0
1232,114.11,1.41,0.08,157.0,203.0
1233,113.87,1.41,0.101,164.0,227.0
1234,113.62,1.41,0.172,160.0,223.0
1235,113.36,1.41,0.027,161.0,207.0
1236,113.1,1.41,0.135,154.0,204.0
1237,112.84,1.41,0.255,162.0,226.0
1238,112.58,1.41,0.269,160.0,230.0
1239,112.31,1.41,0.029,162.0,226.0
1240,112.03,1.41,0.183,159.0,224.0
1241,111.76,1.41,0.136,159.0,214.0
1242,111.48,1.41,0.215,148.0,204.0
1243,111.19,1.41,0.13,162.0,239.0
1244,110.9,1.41,0.21,150.0,218.0
1245,110.61,1.41,0.085,161.0,226.0
1246,110.32,1.41,0.05,155.0,213.0
1247,110.02,1.41,0.228,147.0,207.0
1248,109.73,1.41,0.222,154.0,230.0
1249,109.42,1.41,0.242,147.0,194.0
1250,109.12,1.41,0.161,159.0,235.0
1251,108.81,1.41,0.073,151.0,209.0
1252,108.5,1.41,0.048,148.0,201.0
1253,108.19,1.41,0.156,156.0,207.0
